# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		325300		1157.9678
1.0		1.0		1.0		1		325300		939.338439867
1.0		1.0		1.0		2		325300		939.338439866
1.0		1.0		1.0		3		325300		1151.01910461
1.0		1.0		1.0		4		325300		871.528420253
2.0		1.0		1.0		-1		325300		980.484525237
2.0		1.0		1.0		1		325300		806.355463962
2.0		1.0		1.0		2		325300		806.355463962
2.0		1.0		1.0		3		325300		975.230196357
2.0		1.0		1.0		4		325300		751.167434183
0.5		1.0		1.0		-1		325300		1389.62535564
0.5		1.0		1.0		1		325300		1108.86132924
0.5		1.0		1.0		2		325300		1108.86132924
0.5		1.0		1.0		3		325300		1380.19114368
0.5		1.0		1.0		4		325300		1023.97007473
1.0		2.0		1.0		-1		325300		1117.46494495
1.0		2.0		1.0		1		325300		904.986660359
1.0		2.0		1.0		2		325300		904.986660358
1.0		2.0		1.0		3		325300		1108.86132924
1.0		2.0		1.0		4		325300		840.614541797
2.0		2.0		1.0		-1		325300		946.039253626
2.0		2.0		1.0		1		325300		776.758363675
2.0		2.0		1.0		2		325300		776.758363675
2.0		2.0		1.0		3		325300		939.338439866
2.0		2.0		1.0		4		325300		724.402717069
0.5		2.0		1.0		-1		325300		1341.26990883
0.5		2.0		1.0		1		325300		1068.48419712
0.5		2.0		1.0		2		325300		1068.48419712
0.5		2.0		1.0		3		325300		1329.92903522
0.5		2.0		1.0		4		325300		987.839758183
1.0		0.5		1.0		-1		325300		1200.15003902
1.0		0.5		1.0		1		325300		975.230196358
1.0		0.5		1.0		2		325300		975.230196357
1.0		0.5		1.0		3		325300		1194.87692539
1.0		0.5		1.0		4		325300		903.743573689
2.0		0.5		1.0		-1		325300		1016.3759006
2.0		0.5		1.0		1		325300		837.297687454
2.0		0.5		1.0		2		325300		837.297687453
2.0		0.5		1.0		3		325300		1012.60328525
2.0		0.5		1.0		4		325300		779.078750464
0.5		0.5		1.0		-1		325300		1439.95654498
0.5		0.5		1.0		1		325300		1151.01910461
0.5		0.5		1.0		2		325300		1151.01910461
0.5		0.5		1.0		3		325300		1432.42285693
0.5		0.5		1.0		4		325300		1061.58947075
1.0		1.0		0.5		-1		325300		1314.18767243
1.0		1.0		2.0		-1		325300		1042.38923249
1.0		1.0		1.0		-1		325300		1157.9678
1.0		1.0		1.0		-1		325301		1158.19439668
1.0		1.0		1.0		-1		325302		1170.14111982
1.0		1.0		1.0		-1		325303		1157.13240751
1.0		1.0		1.0		-1		325304		1151.68683724
1.0		1.0		1.0		-1		325305		1147.71446036
1.0		1.0		1.0		-1		325306		1172.56018599
1.0		1.0		1.0		-1		325307		1144.87141663
1.0		1.0		1.0		-1		325308		1178.10057378
1.0		1.0		1.0		-1		325309		1175.3505136
1.0		1.0		1.0		-1		325310		1182.64123618
1.0		1.0		1.0		-1		325311		1138.98406125
1.0		1.0		1.0		-1		325312		1176.95962245
1.0		1.0		1.0		-1		325313		1160.01087857
1.0		1.0		1.0		-1		325314		1154.39094865
1.0		1.0		1.0		-1		325315		1165.94451024
1.0		1.0		1.0		-1		325316		1133.88077449
1.0		1.0		1.0		-1		325317		1162.78812722
1.0		1.0		1.0		-1		325318		1138.68247533
1.0		1.0		1.0		-1		325319		1190.72370477
1.0		1.0		1.0		-1		325320		1169.06123278
1.0		1.0		1.0		-1		325321		1140.80970053
1.0		1.0		1.0		-1		325322		1189.71200883
1.0		1.0		1.0		-1		325323		1172.78015378
1.0		1.0		1.0		-1		325324		1173.99972971
1.0		1.0		1.0		-1		325325		1160.20732201
1.0		1.0		1.0		-1		325326		1117.42157009
1.0		1.0		1.0		-1		325327		1190.09640938
1.0		1.0		1.0		-1		325328		1174.68684245
1.0		1.0		1.0		-1		325329		1218.98803787
1.0		1.0		1.0		-1		325330		1100.92039481
1.0		1.0		1.0		-1		325331		1157.81496746
1.0		1.0		1.0		-1		325332		1139.05241328
1.0		1.0		1.0		-1		325333		1124.5408069
1.0		1.0		1.0		-1		325334		1194.22975289
1.0		1.0		1.0		-1		325335		1081.93955411
1.0		1.0		1.0		-1		325336		1148.31185642
1.0		1.0		1.0		-1		325337		1146.47375022
1.0		1.0		1.0		-1		325338		1125.2030692
1.0		1.0		1.0		-1		325339		1161.18381152
1.0		1.0		1.0		-1		325340		1172.88685043
1.0		1.0		1.0		-1		325341		1224.46361577
1.0		1.0		1.0		-1		325342		1147.19556419
1.0		1.0		1.0		-1		325343		1116.68661189
1.0		1.0		1.0		-1		325344		1165.24873658
1.0		1.0		1.0		-1		325345		1162.2342585
1.0		1.0		1.0		-1		325346		1130.86899457
1.0		1.0		1.0		-1		325347		1151.54281314
1.0		1.0		1.0		-1		325348		1146.25488105
1.0		1.0		1.0		-1		325349		1119.13571698
1.0		1.0		1.0		-1		325350		1172.82510753
1.0		1.0		1.0		-1		325351		1139.8210696
1.0		1.0		1.0		-1		325352		1169.43095724
1.0		1.0		1.0		-1		325353		1151.24975603
1.0		1.0		1.0		-1		325354		1163.3966102
1.0		1.0		1.0		-1		325355		1135.51921479
1.0		1.0		1.0		-1		325356		1140.69518258
1.0		1.0		1.0		-1		325357		1146.47429545
1.0		1.0		1.0		-1		325358		1153.05434675
1.0		1.0		1.0		-1		325359		1159.84606385
1.0		1.0		1.0		-1		325360		1147.78828179
1.0		1.0		1.0		-1		325361		1140.19760503
1.0		1.0		1.0		-1		325362		1135.1602022
1.0		1.0		1.0		-1		325363		1152.86660149
1.0		1.0		1.0		-1		325364		1170.7501524
1.0		1.0		1.0		-1		325365		1163.08540561
1.0		1.0		1.0		-1		325366		1159.40442469
1.0		1.0		1.0		-1		325367		1149.97666769
1.0		1.0		1.0		-1		325368		1161.51235137
1.0		1.0		1.0		-1		325369		1150.82077254
1.0		1.0		1.0		-1		325370		1153.17366734
1.0		1.0		1.0		-1		325371		1159.96368356
1.0		1.0		1.0		-1		325372		1148.60870759
1.0		1.0		1.0		-1		325373		1164.16982327
1.0		1.0		1.0		-1		325374		1162.77908721
1.0		1.0		1.0		-1		325375		1161.64065237
1.0		1.0		1.0		-1		325376		1156.22393926
1.0		1.0		1.0		-1		325377		1155.85886234
1.0		1.0		1.0		-1		325378		1170.83880979
1.0		1.0		1.0		-1		325379		1144.41270916
1.0		1.0		1.0		-1		325380		1153.04417082
1.0		1.0		1.0		-1		325381		1169.94807334
1.0		1.0		1.0		-1		325382		1157.68626574
1.0		1.0		1.0		-1		325383		1154.81721802
1.0		1.0		1.0		-1		325384		1155.46228845
1.0		1.0		1.0		-1		325385		1160.36642096
1.0		1.0		1.0		-1		325386		1157.77823826
1.0		1.0		1.0		-1		325387		1156.37487136
1.0		1.0		1.0		-1		325388		1155.89525599
1.0		1.0		1.0		-1		325389		1153.92152626
1.0		1.0		1.0		-1		325390		1166.62394128
1.0		1.0		1.0		-1		325391		1162.12534483
1.0		1.0		1.0		-1		325392		1155.01881024
1.0		1.0		1.0		-1		325393		1160.7399528
1.0		1.0		1.0		-1		325394		1151.20089535
1.0		1.0		1.0		-1		325395		1154.05741557
1.0		1.0		1.0		-1		325396		1152.8206962
1.0		1.0		1.0		-1		325397		1153.54473489
1.0		1.0		1.0		-1		325398		1157.42118395
1.0		1.0		1.0		-1		325399		1159.65970332
1.0		1.0		1.0		-1		325400		1157.9678
1.0		1.0		1.0		-1		325401		1116.89979077
1.0		1.0		1.0		-1		325402		1208.28439659
